LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_encoded,EDUCATION_encoded,MARRIAGE_encoded,PAY_0_encoded,PAY_2_encoded,PAY_3_encoded,PAY_4_encoded,PAY_5_encoded,PAY_6_encoded
0.28571428571391466,0.7037036906721539,0.46497215402290243,0.260454778464302,0.1982465782304703,0.5024545555407431,0.39371385183526636,,0.014922772277198173,0.00432059439788992,,,0.01604580227835377,,0.0,1.0,,1.0,,,2.0,,2.0
0.40259740259687976,,,0.08909731924359332,,0.2536270320441906,0.18656436599489032,,0.05648316831671983,0.007878835737254258,0.019753825180537102,,,0.11890943812741075,0.0,1.0,2.0,0.0,,,0.0,,0.0
,,,0.10480219352754815,0.10953505443474738,0.2863819526567298,0.1468314601121951,,0.003326732673260739,0.0010224080738170183,0.0018030623940554023,0.0022640901771300093,,,,,,2.0,,,2.0,2.0,
0.6103896103888177,0.46296295438957497,,,,,,0.18025650991045622,,,0.0,0.00710950080514153,,,1.0,2.0,,,,,,,2.0
0.012987012986996121,0.05555555452674899,,0.07114413618429366,,0.23096095714103687,,0.1796944602228726,0.001980198019798059,,,,,,0.0,,,,2.0,,,2.0,
0.532467532466841,0.20370369993141296,,0.2811298987973059,,,0.2561219483993161,0.25048282459842874,,,0.005556536635454577,,0.0072679700559463295,,,,1.0,2.0,2.0,,2.0,,2.0
,,0.39707479711983545,0.208936742063433,,0.4397984395840519,0.20631676962318996,0.2478314534278216,,0.003859263925557851,0.004802917294208713,,0.007019452370162358,,0.0,,,,,,2.0,2.0,2.0
,0.35185184533607694,0.4947819979241924,0.28615815958209784,0.21607892594120082,0.5509570601615745,,0.3829044643654665,0.01980198019798059,,0.011271670774066865,,0.023445064696601063,0.02257331247554165,0.0,,1.0,,2.0,,,2.0,
0.051948051947984485,,0.2290317174177395,,,0.26777929026233194,,0.20223538606731592,,0.0,0.00253868485551032,0.0,,,,,2.0,,2.0,,4.0,,2.0
0.28571428571391466,,,0.06457420512672932,0.08657300369555677,0.23059290912159577,,,0.0007346534653450799,,,,,0.0,,1.0,,,,0.0,0.0,,0.0
,0.25925925445816195,0.2594467139441501,,,,,0.18694814707235582,,,,,0.0023445064696601065,,,,2.0,,,2.0,,2.0,2.0
0.09090909090897284,,,,0.09786186422945038,,,0.19630567644542327,,0.000775415182581316,,0.0011030595813186746,0.005861266174150266,,0.0,3.0,1.0,2.0,,2.0,,2.0,
0.09090909090897284,0.092592590877915,0.28428355942293737,0.0877810504851004,0.09732544981664876,,0.11406024928349838,0.17856694413227936,0.004136633663358145,,0.00022496099738682497,,0.0,0.0,0.0,1.0,,,2.0,,,,2.0
0.025974025973992242,0.31481480898491093,0.23336374022674242,,0.10242166125945798,0.2696357677721598,0.1282429844047278,0.2030408767290049,,,,,0.0013457467135849011,,,1.0,,2.0,2.0,4.0,,2.0,
,0.16666666358024698,,0.06458276467790448,,0.23054419688372857,0.08340754350265218,,,,0.00042742589503496747,,0.0008909124584708404,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
0.11688311688296509,,,0.15640962968513558,0.13955998644955725,0.36009439349155775,,0.2597668945898363,0.0,,,,,,,2.0,,3.0,4.0,2.0,,,
0.15584415584395345,0.46296295438957497,0.35890796178664736,0.18300891049259932,,,,,,,,0.0,0.0,,,,,,,2.0,0.0,0.0,0.0
0.14285714285695733,,0.3498690541831017,,0.14247210727401965,0.332268880727636,0.15708027509294695,0.21679059378224694,,0.00265636104660705,,,0.0030994375528906604,0.0033859968713312477,1.0,2.0,,2.0,,,,2.0,2.0
,0.037037036351165994,,0.08703256528789381,0.09914881958626409,0.26495262734831554,,,0.010534653465325674,0.0,0.003729853336673558,0.0,0.0016411545287620744,0.0,,,2.0,2.0,,,4.0,,1.0
,,0.25239470280320975,,,0.29382545322638226,0.15510550342592402,,,,,0.0,0.008674673937742393,0.0,1.0,3.0,2.0,4.0,4.0,4.0,,,3.0
,,0.2025930726014237,0.06567743616708464,,0.23085270772355418,0.08552917318921635,0.17880355167553263,,0.0005592964027500763,0.0006838814320559479,,0.0006494282920958494,0.001110606973796649,,1.0,0.0,,,,,1.0,
,0.11111110905349798,,0.082327665325275,0.10760901373862859,0.22974585742979384,,0.17869507096075588,0.0030851485148453758,0.0008312260762739987,0.00044992199477364995,,,,0.0,3.0,2.0,2.0,,,,,3.0
0.051948051947984485,0.48148147256515794,,0.07778254365125936,0.09514465345262826,,,,0.004950495049495148,0.0011874658232485695,0.0022496099738682496,0.0032206119162589038,,,,3.0,2.0,,2.0,,2.0,,2.0
,,,0.0687645809575962,0.08634460206226562,,0.08281386214705985,0.17856694413227936,,,,,,0.0,,,2.0,2.0,2.0,2.0,0.0,,0.0
0.12987012986996121,,0.34607565559222936,,,0.5234535894146637,,,,,,,,,1.0,,,,4.0,,2.0,,2.0
0.4545454545448642,0.31481480898491093,,,0.08634460206226562,,,,0.0004990099009891108,0.0,,0.0,0.0,0.0,,2.0,,,1.0,1.0,,,0.0
0.07792207792197672,,0.2828224932540415,,,0.31371357745338685,,,,,,,,,1.0,2.0,,4.0,,2.0,2.0,,2.0
,0.018518518175582997,,0.066514370059768,0.08703639547079174,0.23162533794083678,,0.1793271633145733,0.004780198019792514,0.0007481034686465988,,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0
,0.12962962722908097,,0.11655065304609076,0.11401304414898485,,0.08546199345687301,0.19755619429135396,,,,,,,,4.0,,,,,1.0,1.0,1.0
,,,0.06567172979963454,0.08802851506540027,,,0.17890007388631826,,0.002060253203336268,0.001992029631860335,,,,0.0,,,,,1.0,,,1.0
0.051948051947984485,0.6296296179698219,0.25655400763252706,0.10356866709708189,0.1091540190176703,,,0.1913386263948174,,,0.0004881653643294102,0.00805152979064726,0.0013645027653421818,,,,,2.0,,2.0,,2.0,2.0
,0.6111110997942389,,0.06459227529032134,,,,0.17890007388631826,,0.0009262233421338843,0.0,,,0.0008803591865461244,,3.0,1.0,,,1.0,2.0,2.0,
,,0.3253686889165908,,0.14131307879354452,,0.24091589409936834,0.26669684765270224,0.009702970297010489,,,0.0072463768115825335,0.009378025878640426,0.008803591865461244,,1.0,2.0,,,4.0,,2.0,2.0
,0.31481480898491093,,,,0.26352779439069984,0.12210150701306083,,0.00025742574257374765,,,,,0.002092546066482711,,,,,,0.0,,2.0,2.0
0.2467532467529263,0.14814814540466398,,,0.08634460206226562,,0.08281386214705985,0.17856694413227936,0.018053465346498904,0.0,,0.0,,,0.0,,,,,,,,
0.5844155844148254,,0.2211967181022245,,,,,0.18090056076826477,0.0029702970296970883,0.005747928317434701,,,0.004689012939320213,0.0,,,,,,,,,
0.4415584415578681,,0.20248944181361236,0.07528600789183458,0.09345579906800414,,,,,,0.044180090276798555,,0.034785442490347,0.0021015753914729275,0.0,,,,1.0,,,,
0.07792207792197672,,0.28876271236278356,0.11948087273172418,,,,0.21848015956042377,0.0069306930692932065,0.008905993674364272,0.003374414960802375,0.0032206119162589038,,0.004058681583102389,0.0,1.0,1.0,,2.0,,2.0,2.0,
0.025974025973992242,0.092592590877915,0.2369652299512974,0.09241081660962606,,0.26979949501610234,,,0.003368316831676498,,0.0016872074804011874,0.00176328502415175,0.0035167597044901593,,1.0,,2.0,2.0,2.0,,,,2.0
0.15584415584395345,,0.19827128493195773,,0.08924080065748416,,,,,,,,,0.0902932499021666,1.0,,2.0,,,,1.0,1.0,2.0
,,,0.09753513457982824,0.10631492083077453,,,,0.0,0.0011328423953791355,0.0019121684777880124,,0.003985660998422181,0.0038374631208420804,0.0,2.0,2.0,3.0,,,2.0,,3.0
0.2987012987009108,,0.2039006116772657,,0.08696447091800054,0.23155768205491012,0.08589319359935586,0.18032569839783352,,,0.0,0.0016103059581294519,0.0011628752089514127,0.002257331247554165,,2.0,2.0,0.0,,1.0,,,2.0
0.28571428571391466,0.5185185089163239,0.1995941767171051,,0.0912826892974117,,,,,,0.0020336474163768978,0.006392914653773924,,,1.0,1.0,,0.0,,0.0,0.0,0.0,
0.09090909090897284,0.48148147256515794,0.2036012338458107,,0.08634460206226562,,0.08281386214705985,,,,,,,,,2.0,,,,4.0,1.0,1.0,1.0
,,,0.06718581929639805,,0.23379709187908296,,0.1793374134608514,0.002574257425737477,,0.0011248049869341248,0.0004830917874388356,,,,2.0,2.0,,2.0,,,2.0,
0.15584415584395345,,,,,,,,0.003011881188112848,,0.0018210592738463482,0.001524959742348591,0.0011605307024817526,,,,2.0,,1.0,1.0,1.0,,
,0.38888888168724295,,0.23736015833244978,,,0.3973774907270138,0.3424232199977429,0.01584158415838447,,0.22511847008499575,,,0.014672653109102072,0.0,5.0,1.0,2.0,2.0,2.0,,,2.0
0.38961038960988364,0.12962962722908097,,0.16784423899392192,0.14804269133981823,,,,0.01584158415838447,,0.005624024934670625,,,0.011286656237770825,1.0,2.0,,,,2.0,,2.0,2.0
,,0.25587976781553223,,,0.29597420416341336,,0.22210187791202632,,0.0011874658232485695,,0.0032206119162589038,0.004689012939320213,0.005643328118885412,1.0,,,,2.0,2.0,2.0,,
,,,0.06459798165777146,,,,,,0.0034389010241278575,0.0,,,0.013221189116924744,,,1.0,,1.0,,,,
0.3766233766228875,,0.19892889264720506,0.06649629989617598,0.08642586033564804,0.2302302735730288,0.08304508541186949,,0.004736633663356957,,0.00016647113806625048,0.00023832528180315888,,0.0016862264419229612,,,,,1.0,1.0,1.0,,1.0
,,,0.07686286743054936,,0.25008456985707006,,0.19200915679717778,0.0031683168316768945,,,0.001143317230271911,0.0023445064696601065,,1.0,3.0,1.0,2.0,,2.0,,,
,0.092592590877915,0.19827128493195773,,,,0.08281386214705985,0.17856694413227936,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0
0.25974025973992243,,,,0.15730668354780358,0.3918344758151968,,,0.014861386138584433,,,0.012882447665035615,,,,,,2.0,2.0,2.0,2.0,2.0,
,0.7777777633744859,0.5326097942602199,,0.22037408454032778,,,0.3997762051392527,0.018150495049469008,0.005344189937530187,0.010191857986610105,,,0.022252771438388958,0.0,3.0,1.0,2.0,2.0,2.0,2.0,,
,,0.22252600684958243,,0.0967879373190717,0.25634679865844284,0.1127510256624816,,,,0.0013497659843209498,,0.0,,,,,2.0,,,2.0,2.0,2.0
0.0,,,,,0.2431552540204603,,,,,0.0,,,,,3.0,,,6.0,,4.0,,
0.22077922077893405,0.07407407270233199,0.3525442637795651,,,,0.22598324568686434,,,,,0.005636070853453082,,0.008361154940940627,1.0,3.0,2.0,2.0,2.0,,,2.0,2.0
0.5454545454538371,,,,,0.23003001215068586,,,,0.0,,,,0.0,0.0,2.0,,3.0,1.0,,0.0,0.0,0.0
0.4545454545448642,0.29629629080932796,,0.06556901518553249,0.08831456614940195,,0.08523389483077701,,,,0.0,0.0,0.002996279268225616,0.004510147832613221,,1.0,,,,,,2.0,1.0
0.051948051947984485,,,0.09142551716323975,,,0.12526676602998205,0.2020201329954754,0.0034732673267257957,0.0008905993674364272,0.0016872074804011874,0.0016103059581294519,,,,,,2.0,,,2.0,,
,,0.19827128493195773,,0.08634460206226562,0.23003001215068586,0.08298415495695344,0.17937414315168135,0.000267326732672738,0.0,0.0,0.00017552334943611028,,0.020993180602253733,,,,,0.0,0.0,,0.0,0.0
,,0.2878492261591131,,,0.2733974350296828,,,0.005085148514841415,0.0011874658232485695,0.0014453744082103504,0.02415458937194178,0.0035636498338833616,0.01578777474539383,,,,,,,2.0,,
,,,,,0.23114092179760182,0.08409652633901064,0.1792682249734741,,,0.0009234648942729165,,0.0019248398115909472,0.0018532689542419694,,2.0,,,,2.0,1.0,1.0,1.0
,,,0.06422136140606395,0.08634460206226562,0.23003001215068586,0.08281386214705985,,,,,0.0,,,0.0,,2.0,0.0,,,0.0,0.0,0.0
0.012987012986996121,,0.20622398835214736,,0.09019284015778918,0.24099297190624383,,0.18304540387696147,,0.0,,,0.00042670017747813935,,0.0,2.0,1.0,,,4.0,,3.0,
0.051948051947984485,0.4074073998628259,,,0.11417446261097428,,0.1123229501587124,0.19504405427435795,0.012871287128687384,0.0012539639093504895,,0.0011272141706906165,,,,2.0,1.0,,2.0,2.0,2.0,,2.0
,,,,0.08921774087719996,,0.0939688223547684,,0.002178217821777865,0.0008905993674364272,,,0.002578957116626117,,,1.0,,,,,,,
0.25974025973992243,0.6111110997942389,,,,0.508217483903977,0.23681480578771077,0.25588806840242423,0.01584158415838447,0.006531062027867133,,,,0.006771993742662495,1.0,,2.0,,2.0,,,,2.0
,,,0.48069678550765205,0.3319455371911255,,0.7674018941547893,0.56084871211135,,0.00980787396712156,,0.025442834138445343,,,0.0,,1.0,2.0,2.0,2.0,,2.0,
,,,0.111530951812474,,0.2580476676306394,0.08099219777700548,,0.004950495049495148,,0.0013565148142425545,,,,1.0,2.0,1.0,2.0,,2.0,,,
,0.4999999907407409,0.2581212633741185,,,,0.12968344285171765,,,0.0008312260762739987,0.0013362683244777403,,0.0,,0.0,,,2.0,,,,2.0,2.0
,0.12962962722908097,0.3270075906349407,0.1608425261326323,,,0.24034096057605786,0.2656188739357866,,,0.004535213707318391,0.005491143317221431,0.009378025878640426,0.008273119022286014,1.0,3.0,,2.0,,,,,2.0
0.36363636363589136,0.277777772633745,0.41630790370215703,,0.17939410976335757,0.46978352822675307,,0.3180868101969155,,0.0,0.0134976598432095,,,0.011697490524825683,1.0,1.0,2.0,3.0,4.0,,4.0,,
0.07792207792197672,,,,0.11236591698582737,0.2406912266550109,0.07978296259482531,0.20209530073484827,0.003960396039596118,,0.0,,0.07033519408980318,0.0014808092983955323,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,
,,,,,0.26548304949398066,0.11546008742721083,0.18418658682925887,0.035643564356365065,,,0.0008051529790647259,,0.09074471615167744,,,2.0,,2.0,2.0,,2.0,1.0
,0.12962962722908097,0.20658733580570815,,,,,0.5288887560161706,0.8020118811865307,0.0,,0.02183574879223537,,,1.0,1.0,1.0,1.0,,4.0,2.0,2.0,
,,,,0.1067898424961516,,0.1700319025610007,0.20845380814270897,0.009944554455425853,0.0,0.0224960997386825,,0.0,,,,1.0,,,,2.0,2.0,
,0.037037036351165994,0.20721167931746048,,0.09184326157527298,0.24247192957260089,0.0977168264917842,,0.0028594059405883973,,,0.0007922705313996904,,0.0007990952616341744,,,2.0,,2.0,,,,2.0
,,0.2045953217733344,0.11121424841899268,0.11317026408383593,,0.09600296215735055,0.18592142408683077,0.08950495049487227,0.0007629467914372059,0.00037343525566212947,,0.0007221079926553127,,,,,2.0,,,,,
0.3766233766228875,0.11111110905349798,,0.14387654464220231,,0.37251736726541335,0.21166615110094822,,,,,0.0011529790660206876,,0.20823880758687172,,,2.0,1.0,1.0,1.0,2.0,2.0,
,,0.20642869114288584,0.06890533802136568,0.08875050580525096,,,,,0.002614206009881726,,,0.0077392158563480105,0.025209875372684914,,1.0,1.0,1.0,1.0,,1.0,1.0,
,,0.1982610497924208,0.0658590888642466,0.08726918944318467,0.23000971538490786,0.08279042735670752,,0.003425742574250642,0.00100459608646829,0.0,,,0.0,1.0,,1.0,,1.0,1.0,1.0,0.0,1.0
0.051948051947984485,,0.21113045836766012,0.07767792691467394,0.09815669999165556,0.2643437243749755,,0.21245905280088453,0.009900990098990295,0.005937329116242848,,0.009307568437988233,0.023445064696601063,,,2.0,2.0,,,,2.0,2.0,
0.28571428571391466,0.16666666358024698,,,0.216614242269227,,0.3736380481001046,0.31496478647637133,0.07558811881173151,,0.008773478898086174,0.010708534621560855,,,,,,2.0,,2.0,2.0,,2.0
0.051948051947984485,0.018518518175582997,,,0.1059042371247606,0.2797625007776641,0.10928423900969375,0.19243368368886327,0.0030693069306869914,,,0.0009710144927520595,0.0016716331128676558,,1.0,,1.0,,,,,2.0,2.0
0.051948051947984485,,0.24375112746427777,,0.1139718659699059,0.28795021609251004,,0.22140828468054016,,0.012599012384667324,1.4622464830143623e-05,,,,,,,3.0,4.0,,,,
,0.12962962722908097,0.2954065973146891,0.11867817704374152,,,,0.19148896187356318,0.004950495049495148,0.0015128314588186776,,0.0017713365539423973,0.0023445064696601065,,,,2.0,2.0,2.0,2.0,2.0,,
,,,0.08361445118527566,,0.2564766979594221,0.11241200236205125,0.19521830676108598,0.03999999999992079,0.0,0.0014734945328837036,0.0010917874396117685,,,1.0,2.0,1.0,1.0,1.0,4.0,2.0,,
,0.12962962722908097,,0.06422136140606395,0.08634460206226562,0.23003001215068586,0.08281386214705985,0.17856694413227936,,,0.0,,,0.0,,2.0,,1.0,1.0,0.0,0.0,,
0.07792207792197672,,0.281852713782918,0.12564470063908875,0.12126369792120403,,,0.19473057063401875,0.005940594059394177,0.002374931646497139,,,0.0,0.002257331247554165,0.0,,2.0,,,,2.0,,
0.051948051947984485,,,,,,,,,0.0005937329116242848,,,0.0035402047691867606,0.0011286656237770826,1.0,2.0,,2.0,2.0,,2.0,2.0,2.0
,0.48148147256515794,0.2633706105641182,0.11283675889730836,0.11441439413440754,0.29835839758346927,,,,,0.0022496099738682496,0.0032206119162589038,,0.00451466249510833,1.0,2.0,,2.0,2.0,,,,2.0
,,0.26695546818692567,,0.09770648523372585,,,,0.006516831683155412,0.0033807151987886776,0.006113315103986969,,,0.01521892727101018,1.0,1.0,,2.0,,2.0,2.0,,
,0.42592591803840896,,0.06422136140606395,,0.23003001215068586,0.08281386214705985,,0.0,,0.0,,,0.0,,2.0,,3.0,,0.0,,,
0.4545454545448642,,0.19964023484502125,,0.08634460206226562,,0.08422932348434051,,0.0,,0.0,0.0014589371980652836,0.0,,,1.0,2.0,1.0,,0.0,,,
,0.277777772633745,0.19903892039722698,0.06479199815107532,,0.23084188278180592,0.083751253761153,0.17882319778923236,,0.0,,0.0,,,,2.0,1.0,,,4.0,,,
0.19480519480494182,0.35185184533607694,0.3907571572406694,,0.17198203752914895,,,,,,0.0067578283615002226,0.008882447665042058,,0.013564303466552978,,3.0,,,,2.0,2.0,2.0,
,,,,0.12066579076097787,,0.13016932417168925,,,,0.005624024934670625,0.004830917874388356,,,,,,2.0,,2.0,,2.0,
,,,0.08477759908385718,0.09981535704495514,,,,0.0026910891089055623,,,0.0016103059581294519,0.0017583798522450796,,,,1.0,,,2.0,,,2.0
,0.11111110905349798,,,,,,0.1847742618825378,,0.000746322269911726,0.0014622464830143624,,,0.0009480791239727493,1.0,,2.0,,,2.0,,,
0.25974025973992243,0.46296295438957497,0.1990312440425743,0.06478629178362522,,,0.08281386214705985,0.17856694413227936,0.0,,,0.0,,,,,,1.0,4.0,,,0.0,
,0.11111110905349798,0.5883158205823688,,0.25129121043518127,0.6263162452598577,,0.41929675454707654,0.025756435643513355,,,0.017713365539423973,0.024645452009067037,0.015801318732879155,1.0,,,2.0,2.0,2.0,2.0,2.0,
0.09090909090897284,0.092592590877915,0.20326091545620797,0.06453616267706189,0.09181855466782561,,,,0.0006554455445531575,0.005919517128894119,,0.0073655394524841135,0.0,0.0,1.0,,2.0,,,,1.0,,
,0.4074073998628259,,,,,,0.17856694413227936,0.0069405940593921965,,,,,,0.0,2.0,,2.0,,2.0,0.0,0.0,
0.15584415584395345,0.037037036351165994,0.3384824614482742,,0.14983202048139496,0.36114441284113974,0.1553445382875178,,0.011352475247502273,0.0033599345468818278,0.005264087338851704,0.0037439613526509758,0.0,0.0,1.0,3.0,1.0,2.0,2.0,,2.0,2.0,2.0
0.4545454545448642,,,,,,,,0.0,0.0,,,0.0,,1.0,2.0,2.0,,,,0.0,,0.0
,0.12962962722908097,,0.20716396390893096,0.13490630317124966,,,,,0.0022858717097534965,,0.022119162640866153,,,1.0,,2.0,2.0,2.0,,,2.0,
,,,0.06422136140606395,,0.24145032569510813,0.09890575152232568,,0.0,,,0.0032206119162589038,0.0,,,2.0,,,,,,2.0,
0.11688311688296509,0.16666666358024698,0.19826616736218927,0.0642175571610972,0.08634240589271473,,0.08280761286963256,0.17856352741685333,0.0,,,,,,1.0,,,3.0,0.0,,,,
0.012987012986996121,0.20370369993141296,,0.08273662165919982,0.09778884159188374,0.25622907741693046,,,0.003960396039596118,0.0017811987348728543,0.0,0.0013687600644100343,,,0.0,2.0,1.0,,,,,2.0,2.0
0.35064935064889524,0.14814814540466398,,,0.08652029562633574,,0.08281386214705985,,0.0,,0.002405957867052093,,,0.0,,1.0,,,0.0,,0.0,0.0,0.0
0.6623376623368021,,0.2152526608161561,0.07630839872664663,,0.23733278847761086,0.1923902548764793,,,,0.006070572514483472,,0.027712066471382458,0.017805828880707253,,1.0,2.0,1.0,,1.0,,1.0,
,0.44444443621399193,,0.1248676836046316,0.12071410649109716,,0.15185119220566395,,0.0069306930692932065,,,0.0032206119162589038,0.004689012939320213,,1.0,,,2.0,,,,2.0,2.0
,0.11111110905349798,,0.08225538467090689,0.09694002206046991,0.256250727300427,,,,,0.0006748829921604749,,,,,1.0,,2.0,,,,2.0,
,0.5925925816186559,,,0.3442314587011171,0.8350495376385456,,,0.0,,0.017996879790945997,0.02576489533007123,0.04923463586286223,0.0451466249510833,,,1.0,4.0,,,2.0,2.0,
0.36363636363589136,,0.2260596887747053,0.06540067734575412,0.08836617613384755,,0.09102853732522953,,,0.0021861245806006164,0.005291082658538123,,0.0029259440741358127,0.021670379976519983,1.0,,,1.0,1.0,1.0,1.0,,
0.19480519480494182,0.55555554526749,,0.13787249502344093,,,0.2155407031058666,,0.0,0.0,0.008998439895472998,,,,0.0,1.0,1.0,,,4.0,,2.0,2.0
0.051948051947984485,,,,,,0.12587450825978577,,0.0031683168316768945,0.0008905993674364272,,0.0019323671497553424,0.0025273779742935945,0.002146722016424011,,,,2.0,2.0,2.0,2.0,2.0,2.0
0.22077922077893405,0.18518518175583,,0.06551385363351472,0.08651809945678486,,,,0.0026910891089055623,,0.0034554009198616317,,,,,,,1.0,1.0,1.0,,2.0,
,,0.765193105097272,0.2119420955871596,0.12341319886912454,0.3229066592331031,,,,,0.08104107450361676,,0.09547064795102919,,,,1.0,,,0.0,,,
