age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded
34.0,19.0,,,0.0,,,,1281.0,5099.1,,2.0,3.0,1.0,0.0,0.0,1.0,1.0,,0.0
,339.0,1.0,999.0,,-0.1,93.2,-42.0,,,,0.0,1.0,1.0,1.0,,1.0,3.0,1.0,0.0
23.0,104.0,1.0,999.0,,,92893.0,-46.2,,,4.0,2.0,4.0,1.0,1.0,,,,2.0,0.0
,62.0,1.0,999.0,,-0.1,93.2,-42.0,4021.0,5195.8,5.0,0.0,4.0,1.0,0.0,,0.0,,3.0,1.0
82.0,,6.0,999.0,0.0,-1.8,93749.0,-34.6,0.638,,1.0,,2.0,1.0,2.0,2.0,1.0,,,0.0
34.0,838.0,3.0,,,,93918.0,,,5228.1,2.0,0.0,4.0,1.0,0.0,0.0,1.0,,1.0,0.0
24.0,84.0,13.0,,,,93918.0,-42.7,,,0.0,,,,,1.0,,0.0,,0.0
33.0,210.0,1.0,999.0,0.0,,,-47.1,1405.0,5099.1,3.0,,,,,,1.0,2.0,,0.0
45.0,,1.0,,,-0.1,93.2,,4021.0,5195.8,0.0,1.0,4.0,1.0,,1.0,1.0,3.0,3.0,0.0
,403.0,1.0,,1.0,-1.8,92893.0,-46.2,,5099.1,5.0,1.0,,,0.0,0.0,1.0,1.0,4.0,
37.0,,1.0,999.0,0.0,,,-36.4,4855.0,5191.0,,2.0,1.0,1.0,1.0,0.0,,1.0,2.0,
43.0,70.0,3.0,999.0,0.0,1.4,94465.0,-41.8,,5228.1,0.0,1.0,1.0,,1.0,0.0,,4.0,,
25.0,130.0,4.0,999.0,,,93994.0,-36.4,,5191.0,1.0,2.0,0.0,,,,0.0,1.0,3.0,0.0
28.0,,1.0,,1.0,,92649.0,,,5017.5,4.0,2.0,3.0,1.0,0.0,0.0,,,,1.0
33.0,,1.0,999.0,0.0,1.4,,-42.7,4.96,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0
52.0,296.0,,,,-0.1,93.2,,4153.0,,0.0,2.0,0.0,,,,,3.0,,2.0
25.0,,8.0,999.0,0.0,,92649.0,-30.1,,,,0.0,1.0,,,0.0,,3.0,,0.0
40.0,113.0,,999.0,0.0,1.4,93444.0,,4964.0,5228.1,4.0,2.0,3.0,,1.0,0.0,,5.0,4.0,0.0
,262.0,4.0,999.0,0.0,1.1,93994.0,-36.4,,,5.0,0.0,4.0,,2.0,2.0,0.0,1.0,2.0,
,548.0,8.0,999.0,0.0,1.4,,-41.8,,5228.1,,,4.0,1.0,1.0,0.0,0.0,4.0,,0.0
,314.0,,999.0,,-1.1,,-37.5,0.881,4963.6,,1.0,2.0,,0.0,0.0,1.0,6.0,1.0,0.0
36.0,,1.0,999.0,1.0,,92201.0,-31.4,0.849,5076.2,0.0,0.0,,1.0,0.0,,1.0,5.0,3.0,1.0
50.0,,,,0.0,,93.2,,,,0.0,0.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0
41.0,348.0,3.0,999.0,,-0.1,93.2,-42.0,4076.0,5195.8,,0.0,,1.0,0.0,0.0,,3.0,,0.0
45.0,93.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,,0.0,,0.0,,,1.0,5.0,3.0,0.0
31.0,108.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,,8.0,0.0,1.0,1.0,1.0,,,1.0,4.0,0.0
22.0,,1.0,,1.0,,92431.0,-26.9,,5017.5,6.0,,4.0,1.0,0.0,,,7.0,1.0,2.0
24.0,201.0,,,0.0,-1.8,92893.0,-46.2,1299.0,5099.1,5.0,,4.0,,,0.0,,,0.0,
31.0,,1.0,999.0,,-0.1,,-42.0,4191.0,5195.8,8.0,0.0,,1.0,0.0,1.0,,3.0,,1.0
57.0,,,999.0,,1.4,,,4964.0,5228.1,5.0,,3.0,1.0,,0.0,,5.0,,0.0
58.0,,2.0,999.0,0.0,-1.8,,-46.2,1313.0,5099.1,2.0,2.0,,1.0,0.0,0.0,,,3.0,0.0
31.0,,1.0,,0.0,1.4,93444.0,,4963.0,5228.1,,2.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0
53.0,217.0,2.0,,,1.1,93994.0,-36.4,,5191.0,9.0,0.0,,0.0,0.0,0.0,0.0,,2.0,0.0
36.0,227.0,2.0,999.0,0.0,,,-46.2,1327.0,,5.0,0.0,4.0,,1.0,0.0,,1.0,2.0,0.0
,324.0,,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,3.0,,,,1.0,0.0,0.0,4.0,,0.0
,,2.0,,,1.4,94465.0,,4961.0,5228.1,5.0,0.0,0.0,,0.0,0.0,,4.0,,0.0
41.0,,,999.0,0.0,,94465.0,-41.8,4967.0,,3.0,0.0,0.0,0.0,1.0,,,4.0,,0.0
29.0,,1.0,999.0,,-1.8,92893.0,,1291.0,5099.1,5.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0
85.0,167.0,1.0,6.0,2.0,-1.8,93749.0,-34.6,,5008.7,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
,107.0,,999.0,1.0,-2.9,,,,5076.2,,,,1.0,0.0,0.0,0.0,,3.0,1.0
58.0,158.0,,,1.0,,93.2,,4021.0,5195.8,9.0,0.0,3.0,,,0.0,,3.0,3.0,1.0
43.0,402.0,1.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,,,,1.0,,,1.0,,,0.0
31.0,89.0,,,,-0.1,93.2,,,5195.8,0.0,2.0,4.0,1.0,1.0,0.0,1.0,,3.0,
30.0,,10.0,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,0.0,,1.0,,0.0,,0.0,,3.0,0.0
39.0,,,999.0,,,93994.0,,,5191.0,2.0,,1.0,1.0,1.0,,,,,0.0
,184.0,,999.0,0.0,,93994.0,,4.86,5191.0,,0.0,6.0,,1.0,,0.0,1.0,2.0,
,244.0,5.0,999.0,0.0,1.1,,-36.4,4855.0,5191.0,4.0,0.0,1.0,,,0.0,0.0,1.0,,0.0
62.0,220.0,3.0,999.0,1.0,,94215.0,,0.827,4991.6,4.0,0.0,6.0,1.0,2.0,2.0,1.0,,,1.0
,129.0,3.0,999.0,0.0,,94465.0,-41.8,4959.0,,8.0,0.0,1.0,1.0,,0.0,,,3.0,0.0
36.0,193.0,6.0,999.0,0.0,,,-36.4,,5191.0,0.0,2.0,4.0,1.0,0.0,0.0,,,2.0,0.0
,613.0,,999.0,0.0,-0.1,,-42.0,,5195.8,4.0,,,1.0,0.0,0.0,,3.0,1.0,0.0
35.0,,1.0,,,-3.4,92649.0,-30.1,,,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0
41.0,434.0,3.0,999.0,1.0,-1.8,,-46.2,1327.0,5099.1,3.0,,,,0.0,,,1.0,,1.0
53.0,747.0,1.0,999.0,0.0,,93918.0,,,5228.1,3.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
,45.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4245.0,5195.8,0.0,,0.0,1.0,2.0,2.0,0.0,3.0,2.0,
,154.0,2.0,999.0,1.0,-1.8,,-46.2,1281.0,,,,1.0,,0.0,,1.0,1.0,,1.0
,349.0,1.0,999.0,,1.1,,,4856.0,5191.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,
47.0,,,999.0,0.0,1.4,93918.0,,4.96,5228.1,3.0,2.0,,1.0,0.0,1.0,0.0,0.0,0.0,
40.0,291.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,,0.0
,491.0,1.0,999.0,,1.4,94465.0,-41.8,4961.0,,,0.0,4.0,0.0,,0.0,0.0,4.0,1.0,0.0
65.0,138.0,,999.0,0.0,-1.1,,-49.5,,4963.6,,0.0,2.0,1.0,0.0,0.0,0.0,,2.0,0.0
50.0,123.0,1.0,,1.0,-0.1,93.2,-42.0,4153.0,,,2.0,1.0,,0.0,0.0,1.0,3.0,1.0,1.0
,,3.0,999.0,1.0,-1.8,,,1299.0,5099.1,,2.0,3.0,1.0,0.0,0.0,,1.0,0.0,
47.0,,1.0,999.0,,,93.2,-42.0,4191.0,5195.8,0.0,1.0,3.0,,,0.0,1.0,,0.0,1.0
56.0,86.0,1.0,999.0,,,93994.0,-36.4,4857.0,5191.0,1.0,,2.0,0.0,1.0,0.0,,1.0,0.0,
31.0,,,999.0,0.0,1.4,93444.0,-36.1,,5228.1,,0.0,3.0,,,0.0,1.0,,3.0,0.0
,14.0,20.0,999.0,0.0,1.4,,,4968.0,,10.0,0.0,,,0.0,1.0,1.0,0.0,,0.0
,152.0,6.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,0.0,2.0,1.0,1.0,,,1.0,0.0,,0.0
40.0,951.0,2.0,,0.0,1.1,93994.0,,4858.0,5191.0,,0.0,,1.0,0.0,,0.0,,,
,137.0,3.0,999.0,,1.4,94465.0,-41.8,,,9.0,0.0,,0.0,0.0,,,4.0,1.0,0.0
32.0,172.0,,999.0,0.0,1.4,,-42.7,,5228.1,,,1.0,0.0,,,1.0,0.0,3.0,0.0
44.0,254.0,,,,,,-36.4,,5191.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,
33.0,,1.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,0.0,2.0,,1.0,1.0,,0.0,1.0,2.0,0.0
31.0,,,999.0,0.0,-1.8,93075.0,-47.1,,5099.1,,0.0,4.0,,0.0,0.0,1.0,2.0,2.0,0.0
,169.0,2.0,,0.0,-1.8,,-46.2,1281.0,5099.1,,2.0,1.0,0.0,,0.0,1.0,1.0,,0.0
,14.0,8.0,999.0,0.0,-1.8,92893.0,-46.2,1266.0,,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
39.0,51.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0
29.0,93.0,3.0,999.0,,,92893.0,,1266.0,,3.0,,,1.0,,,1.0,1.0,,0.0
36.0,951.0,3.0,999.0,1.0,-1.8,92893.0,-46.2,1281.0,,3.0,0.0,0.0,0.0,,,,1.0,4.0,
33.0,227.0,1.0,999.0,,,92893.0,,1.25,5099.1,,0.0,,,0.0,0.0,1.0,1.0,,1.0
50.0,587.0,,999.0,,1.1,,-36.4,4.86,5191.0,2.0,,1.0,0.0,,0.0,,1.0,2.0,0.0
35.0,554.0,,,0.0,1.4,93918.0,-42.7,4.96,5228.1,,0.0,3.0,1.0,,1.0,1.0,0.0,0.0,
49.0,418.0,2.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,0.0,,1.0,0.0,0.0,0.0,1.0,,0.0
51.0,809.0,1.0,999.0,,-1.8,,,1281.0,5099.1,3.0,0.0,4.0,1.0,0.0,0.0,1.0,,,
31.0,64.0,,999.0,0.0,1.4,,-36.1,4963.0,,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,,0.0
33.0,114.0,,999.0,0.0,,92893.0,-46.2,,5099.1,4.0,2.0,4.0,,,0.0,,,1.0,
36.0,237.0,7.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,,4.0,2.0,3.0,,1.0,,,,2.0,0.0
,,,999.0,0.0,1.4,,-36.1,4966.0,5228.1,,0.0,,1.0,1.0,,1.0,5.0,3.0,0.0
31.0,177.0,,,,,93918.0,-42.7,4961.0,,,0.0,4.0,0.0,0.0,0.0,,0.0,1.0,0.0
31.0,244.0,,,0.0,-0.1,,,4021.0,,4.0,,1.0,1.0,,,1.0,3.0,3.0,0.0
47.0,67.0,1.0,,0.0,1.4,,-42.7,4957.0,5228.1,3.0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0
,83.0,4.0,999.0,0.0,,,,1.26,5076.2,2.0,2.0,1.0,,2.0,2.0,,4.0,,0.0
,,,999.0,0.0,1.4,93918.0,-42.7,,,,2.0,,,,0.0,1.0,,2.0,
31.0,,,,,-1.8,,-47.1,1405.0,5099.1,5.0,1.0,4.0,1.0,1.0,,,,0.0,0.0
34.0,553.0,3.0,,0.0,1.1,,-36.4,4864.0,5191.0,,1.0,4.0,,1.0,,0.0,,3.0,
,120.0,,,,,93994.0,,4864.0,,,,3.0,1.0,0.0,0.0,0.0,1.0,3.0,
38.0,118.0,,,,-1.7,94055.0,-39.8,0.715,4991.6,4.0,2.0,4.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0
,250.0,1.0,999.0,1.0,-0.1,93.2,,4076.0,5195.8,,2.0,3.0,,1.0,,1.0,3.0,2.0,1.0
37.0,136.0,3.0,999.0,,1.1,93994.0,,4855.0,5191.0,1.0,,,,0.0,1.0,0.0,,3.0,0.0
45.0,165.0,,999.0,0.0,1.4,93444.0,-36.1,4967.0,,,0.0,,0.0,0.0,,,5.0,4.0,
42.0,155.0,4.0,999.0,0.0,-1.8,,-47.1,1405.0,,5.0,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,
54.0,,1.0,,0.0,-0.1,93.2,-42.0,4076.0,5195.8,1.0,1.0,1.0,1.0,0.0,,,3.0,2.0,
51.0,150.0,7.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,,5.0,1.0,3.0,1.0,,0.0,0.0,1.0,,0.0
30.0,266.0,3.0,999.0,0.0,,93918.0,-42.7,4963.0,5228.1,7.0,2.0,1.0,1.0,0.0,1.0,1.0,,4.0,
27.0,93.0,1.0,4.0,3.0,-2.9,92201.0,-31.4,,5076.2,7.0,2.0,4.0,1.0,1.0,,1.0,5.0,4.0,2.0
38.0,50.0,,999.0,,1.4,93918.0,,4963.0,5228.1,4.0,0.0,,,0.0,1.0,,,3.0,0.0
29.0,116.0,1.0,999.0,0.0,-1.8,,-47.1,1405.0,5099.1,,2.0,0.0,1.0,,2.0,0.0,2.0,0.0,0.0
,1480.0,3.0,999.0,0.0,-0.1,,,,5195.8,4.0,2.0,,1.0,1.0,0.0,1.0,,3.0,
25.0,,5.0,999.0,0.0,-1.8,92893.0,-46.2,1291.0,5099.1,4.0,,3.0,,,,1.0,1.0,1.0,0.0
32.0,250.0,,999.0,,1.4,,-41.8,,,,2.0,4.0,,1.0,0.0,,4.0,,0.0
,,4.0,999.0,,,93994.0,-36.4,4857.0,5191.0,,,3.0,,0.0,0.0,,,,0.0
53.0,489.0,2.0,999.0,0.0,1.1,93994.0,,,5191.0,3.0,0.0,0.0,0.0,,0.0,0.0,1.0,4.0,0.0
48.0,,1.0,,0.0,,93994.0,,4857.0,5191.0,4.0,,,1.0,0.0,,0.0,1.0,,0.0
,51.0,5.0,,0.0,,,-42.7,4963.0,5228.1,,0.0,0.0,1.0,0.0,1.0,1.0,,,
43.0,268.0,,999.0,0.0,,94465.0,,4961.0,5228.1,5.0,0.0,,1.0,0.0,,0.0,4.0,2.0,
,453.0,3.0,,,1.4,93918.0,-42.7,4957.0,,,2.0,1.0,,1.0,0.0,,0.0,3.0,0.0
32.0,131.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4968.0,5228.1,4.0,0.0,,1.0,1.0,,,,2.0,
43.0,43.0,,999.0,0.0,-0.1,93.2,,,5195.8,,2.0,,1.0,,0.0,0.0,3.0,3.0,
43.0,68.0,,,0.0,,93994.0,,,5191.0,0.0,0.0,,1.0,1.0,,,1.0,4.0,0.0
31.0,,,999.0,0.0,-1.8,92893.0,-46.2,1291.0,,3.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0
,110.0,1.0,,1.0,-1.1,94199.0,-37.5,0.876,4963.6,4.0,0.0,1.0,,0.0,0.0,1.0,6.0,,1.0
,,,999.0,0.0,,93994.0,-36.4,4857.0,,,0.0,6.0,,1.0,,0.0,,,0.0
,67.0,1.0,,0.0,1.4,94465.0,-41.8,4958.0,5228.1,0.0,0.0,,,,,0.0,4.0,4.0,0.0
,696.0,10.0,,,,92713.0,-33.0,0.718,5023.5,,,1.0,1.0,,2.0,,,,
54.0,47.0,2.0,999.0,0.0,-1.8,92843.0,-50.0,1.56,5099.1,0.0,0.0,,1.0,1.0,0.0,1.0,8.0,0.0,
35.0,448.0,1.0,,0.0,,,-42.7,,5228.1,4.0,0.0,0.0,,0.0,0.0,,,0.0,
,,4.0,,0.0,1.4,94465.0,-41.8,4864.0,5228.1,5.0,1.0,,,1.0,0.0,,4.0,1.0,0.0
40.0,724.0,1.0,,0.0,1.4,,,4963.0,,,0.0,2.0,,1.0,,1.0,0.0,2.0,0.0
30.0,,5.0,999.0,0.0,1.4,,-42.7,4961.0,,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
,,3.0,999.0,0.0,1.4,93444.0,,4963.0,5228.1,4.0,,3.0,0.0,,1.0,1.0,5.0,,0.0
44.0,100.0,,999.0,,,94465.0,,,,0.0,1.0,4.0,1.0,0.0,1.0,0.0,,,0.0
,695.0,,,0.0,1.4,93918.0,,,5228.1,,0.0,3.0,1.0,0.0,,1.0,,3.0,0.0
,870.0,,999.0,0.0,1.4,,,,,4.0,0.0,,1.0,0.0,1.0,1.0,,2.0,0.0
37.0,161.0,1.0,,0.0,,92893.0,,1334.0,5099.1,3.0,2.0,3.0,,,1.0,1.0,,,0.0
30.0,72.0,3.0,,0.0,,93994.0,-36.4,4858.0,5191.0,4.0,0.0,,0.0,,0.0,0.0,1.0,4.0,0.0
49.0,217.0,2.0,,0.0,,92893.0,-46.2,1281.0,5099.1,10.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
,,,999.0,0.0,1.4,,,4959.0,5228.1,8.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,
30.0,405.0,3.0,,0.0,1.4,94465.0,-41.8,4.96,5228.1,4.0,2.0,1.0,0.0,,,0.0,4.0,,0.0
,,4.0,999.0,,1.1,93994.0,-36.4,4857.0,5191.0,,0.0,,,,0.0,0.0,1.0,1.0,0.0
50.0,103.0,1.0,999.0,0.0,-0.1,,-42.0,4153.0,5195.8,8.0,,,1.0,1.0,0.0,,3.0,1.0,0.0
52.0,,3.0,999.0,0.0,-1.8,93369.0,-34.8,,,,,0.0,1.0,1.0,,,,4.0,
46.0,35.0,24.0,,0.0,1.1,93994.0,-36.4,,5191.0,8.0,0.0,2.0,,1.0,0.0,,1.0,2.0,
28.0,,1.0,999.0,0.0,1.4,94465.0,-41.8,,5228.1,5.0,0.0,6.0,1.0,1.0,0.0,0.0,4.0,,0.0
37.0,188.0,2.0,999.0,,1.4,,-42.7,4963.0,5228.1,0.0,,1.0,1.0,,,1.0,0.0,3.0,0.0
34.0,252.0,,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,,,2.0,1.0,1.0,,0.0,0.0,0.0,0.0
,290.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,,2.0,1.0,1.0,1.0,,0.0,1.0,,
30.0,1294.0,2.0,999.0,0.0,1.4,,,4963.0,5228.1,,0.0,0.0,1.0,0.0,,,0.0,3.0,0.0
28.0,370.0,1.0,,1.0,-1.8,,-34.8,0.643,,,2.0,1.0,1.0,0.0,0.0,1.0,8.0,,2.0
53.0,52.0,,999.0,,1.4,,-42.7,4961.0,,0.0,1.0,4.0,1.0,1.0,0.0,,,1.0,0.0
,80.0,4.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,4.0,0.0,3.0,,1.0,,,1.0,0.0,0.0
,740.0,4.0,999.0,0.0,1.4,,-36.1,,5228.1,,0.0,,0.0,1.0,0.0,,5.0,4.0,0.0
,,3.0,,2.0,-1.8,,-46.2,1299.0,5099.1,4.0,2.0,1.0,,,1.0,,,0.0,1.0
,172.0,1.0,999.0,0.0,,92893.0,,1281.0,5099.1,3.0,0.0,,,0.0,0.0,1.0,1.0,,
52.0,40.0,2.0,999.0,0.0,-0.1,93.2,,4191.0,5195.8,5.0,0.0,4.0,1.0,1.0,0.0,1.0,,0.0,0.0
39.0,293.0,1.0,,1.0,-3.4,,,0.803,5017.5,,,0.0,1.0,,,1.0,,,2.0
,437.0,1.0,999.0,0.0,1.1,93994.0,,,,,,4.0,,0.0,1.0,,1.0,0.0,
37.0,93.0,3.0,999.0,1.0,-1.8,93075.0,-47.1,1405.0,,,2.0,3.0,1.0,0.0,0.0,1.0,2.0,,1.0
,,,999.0,0.0,1.4,94465.0,,,,2.0,,,0.0,,,,4.0,1.0,0.0
41.0,164.0,5.0,3.0,3.0,-1.1,94199.0,,,,,1.0,,,,0.0,1.0,,3.0,2.0
46.0,325.0,2.0,999.0,0.0,-1.8,93075.0,,1445.0,,5.0,0.0,4.0,1.0,1.0,,1.0,2.0,4.0,
22.0,,1.0,,0.0,1.1,,-36.4,4857.0,5191.0,3.0,,0.0,1.0,,0.0,,1.0,1.0,0.0
56.0,317.0,1.0,999.0,0.0,-1.8,,-46.2,,5099.1,9.0,0.0,,1.0,,,1.0,,0.0,
35.0,1373.0,4.0,999.0,,,,,4957.0,5228.1,3.0,0.0,0.0,,,,1.0,0.0,,0.0
,,1.0,999.0,,,94465.0,-41.8,,5228.1,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,0.0
57.0,327.0,5.0,999.0,,1.4,93444.0,-36.1,4962.0,5228.1,9.0,1.0,1.0,0.0,,0.0,,,,0.0
29.0,,3.0,999.0,,1.1,93994.0,-36.4,4.86,5191.0,0.0,2.0,,1.0,1.0,0.0,0.0,,2.0,
,326.0,1.0,999.0,0.0,,,-46.2,,5099.1,0.0,0.0,3.0,1.0,,,,1.0,0.0,
23.0,,1.0,999.0,,-1.8,92893.0,-46.2,1266.0,5099.1,,,2.0,,1.0,1.0,1.0,,2.0,0.0
46.0,,5.0,,0.0,-2.9,,-33.6,,5076.2,0.0,2.0,1.0,1.0,,0.0,,0.0,0.0,0.0
,361.0,2.0,,0.0,,92893.0,-46.2,1291.0,5099.1,,,4.0,,0.0,0.0,1.0,1.0,,
39.0,,1.0,,0.0,-0.1,93798.0,-40.4,5.0,5195.8,,1.0,,1.0,1.0,1.0,,,,
40.0,824.0,2.0,999.0,0.0,1.1,,-36.4,,5191.0,3.0,,0.0,0.0,,,0.0,1.0,4.0,0.0
35.0,68.0,21.0,999.0,0.0,,94465.0,-41.8,,,2.0,2.0,1.0,1.0,,,0.0,4.0,0.0,0.0
54.0,130.0,2.0,,0.0,-1.8,93075.0,,1405.0,5099.1,4.0,0.0,,,0.0,0.0,,2.0,0.0,
39.0,243.0,,999.0,,1.1,93994.0,-36.4,4859.0,,7.0,,1.0,1.0,1.0,1.0,,1.0,4.0,0.0
32.0,,3.0,999.0,,,93075.0,-47.1,,,,,0.0,1.0,1.0,,1.0,2.0,,0.0
41.0,,1.0,999.0,,1.1,,-36.4,4856.0,5191.0,4.0,1.0,,,0.0,,,,1.0,0.0
42.0,154.0,,999.0,0.0,1.4,93918.0,,,,4.0,0.0,3.0,1.0,0.0,0.0,,,,0.0
,510.0,6.0,999.0,0.0,,93918.0,,,5228.1,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
,643.0,1.0,,,,,,,5099.1,0.0,0.0,1.0,,0.0,,,1.0,0.0,0.0
46.0,9.0,13.0,999.0,0.0,1.4,,-41.8,4959.0,5228.1,,1.0,5.0,,0.0,1.0,0.0,4.0,3.0,
,369.0,,999.0,0.0,1.4,93918.0,-42.7,4961.0,5228.1,0.0,2.0,1.0,,0.0,0.0,,0.0,1.0,0.0
48.0,144.0,,,0.0,1.4,,-36.1,4963.0,5228.1,2.0,,1.0,,0.0,1.0,1.0,5.0,1.0,
