age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded,y
,,3.0,999.0,,1.4,93918.0,-42.7,4963.0,5228.1,,0.0,1.0,1.0,0.0,1.0,,,3.0,,no
27.0,93.0,1.0,,3.0,,,,0.879,,10.0,0.0,3.0,1.0,,,,,3.0,2.0,no
,50.0,2.0,999.0,,,93918.0,-42.7,4963.0,,3.0,1.0,4.0,,,1.0,,,,,no
29.0,,1.0,999.0,,-1.8,,-47.1,,5099.1,3.0,,,1.0,2.0,2.0,0.0,,0.0,0.0,no
29.0,1480.0,3.0,999.0,0.0,,,-42.0,,5195.8,,0.0,,,,,1.0,2.0,,,yes
25.0,,5.0,999.0,,-1.8,,-46.2,1291.0,5099.1,3.0,0.0,,,,,,,2.0,0.0,no
,,1.0,,,,94465.0,-41.8,4967.0,5228.1,3.0,,,1.0,,0.0,0.0,,,,no
33.0,307.0,,,0.0,1.1,,-36.4,4857.0,,3.0,,,1.0,,,0.0,1.0,0.0,0.0,no
,,2.0,999.0,0.0,,,-36.4,,5191.0,,,0.0,,0.0,,0.0,1.0,3.0,0.0,no
,360.0,1.0,,0.0,,,,4857.0,5191.0,,1.0,,,0.0,0.0,0.0,,,,no
48.0,51.0,,999.0,,1.4,93918.0,-42.7,4963.0,5228.1,5.0,,0.0,,,1.0,,0.0,,0.0,no
,268.0,1.0,999.0,,1.4,,,,,5.0,1.0,,1.0,0.0,,,,1.0,0.0,no
28.0,,3.0,,,1.4,93918.0,-42.7,,5228.1,,,1.0,1.0,1.0,0.0,,,,0.0,no
,131.0,1.0,999.0,0.0,1.4,93444.0,,,5228.1,,1.0,1.0,1.0,,1.0,,7.0,1.0,,no
43.0,,1.0,999.0,0.0,-0.1,93.2,,,,1.0,0.0,,,0.0,0.0,,,,,no
43.0,,,999.0,,1.1,,-36.4,,5191.0,1.0,,1.0,1.0,1.0,0.0,,1.0,3.0,,no
31.0,97.0,3.0,999.0,0.0,,,-46.2,,5099.1,,1.0,0.0,1.0,,0.0,1.0,1.0,2.0,0.0,no
,110.0,1.0,,1.0,-1.1,,-37.5,,4963.6,3.0,1.0,,1.0,0.0,0.0,,6.0,,1.0,no
30.0,85.0,,999.0,0.0,,93994.0,,,,,1.0,,1.0,1.0,0.0,0.0,,3.0,,no
,,,,,1.4,,-41.8,,5228.1,,1.0,,,0.0,,0.0,,,0.0,no
46.0,696.0,10.0,,0.0,-3.0,92713.0,-33.0,0.718,5023.5,1.0,1.0,,1.0,2.0,,1.0,,4.0,,yes
,47.0,,999.0,0.0,-1.8,,-50.0,1.56,5099.1,,,,1.0,1.0,0.0,,,0.0,,no
35.0,,,999.0,,,93918.0,,4.96,5228.1,,1.0,0.0,,0.0,0.0,1.0,,,0.0,no
50.0,,4.0,999.0,0.0,1.4,94465.0,,4864.0,,,2.0,2.0,,1.0,,,4.0,,0.0,no
40.0,724.0,1.0,,0.0,,,,,5228.1,0.0,,2.0,,1.0,,1.0,0.0,1.0,0.0,yes
30.0,,5.0,999.0,0.0,,,-42.7,4961.0,5228.1,5.0,0.0,3.0,0.0,0.0,0.0,,0.0,2.0,,no
,,3.0,999.0,0.0,1.4,93444.0,,4963.0,5228.1,3.0,,,,1.0,1.0,1.0,,1.0,0.0,no
,,,999.0,0.0,,94465.0,-41.8,4959.0,5228.1,1.0,2.0,3.0,,,,,,4.0,,no
50.0,,,,0.0,1.4,,-42.7,,,7.0,1.0,,1.0,0.0,,1.0,0.0,4.0,,yes
50.0,870.0,2.0,999.0,,,,-36.1,4963.0,,3.0,1.0,4.0,1.0,,1.0,,7.0,1.0,,no
,161.0,,,0.0,,92893.0,,1334.0,5099.1,,0.0,4.0,1.0,,,,,3.0,0.0,no
30.0,72.0,,999.0,0.0,1.1,,-36.4,4858.0,5191.0,,1.0,1.0,0.0,0.0,0.0,,1.0,,0.0,no
49.0,217.0,2.0,,0.0,,92893.0,-46.2,,5099.1,,,,,0.0,0.0,1.0,1.0,3.0,0.0,no
30.0,587.0,1.0,999.0,,1.4,,,4959.0,,,0.0,,1.0,,,,,3.0,,yes
,,,,,1.4,94465.0,-41.8,,5228.1,,,,,0.0,,0.0,4.0,0.0,0.0,no
,95.0,4.0,999.0,0.0,,93994.0,-36.4,4857.0,,,1.0,,,,,0.0,,,0.0,no
50.0,,,999.0,,,93.2,-42.0,,,8.0,1.0,1.0,1.0,,0.0,0.0,,2.0,,no
,272.0,,,,,,-34.8,0.644,5008.7,,,0.0,,1.0,,,3.0,,,yes
46.0,,,,,1.1,93994.0,-36.4,4.86,5191.0,,1.0,,0.0,1.0,,,,,,no
,,,999.0,,1.4,,,4.96,5228.1,,,,,1.0,,,4.0,,0.0,no
,,,999.0,0.0,1.4,93918.0,,,5228.1,1.0,0.0,1.0,,1.0,,,0.0,,0.0,no
34.0,,4.0,999.0,0.0,1.4,,-42.7,,5228.1,0.0,,2.0,,,0.0,,,,0.0,no
34.0,290.0,1.0,999.0,,,,-36.4,4857.0,5191.0,,,,,,,,,2.0,0.0,no
30.0,,2.0,,0.0,1.4,,,,,,,0.0,,0.0,0.0,,,,,yes
28.0,370.0,,,,,93369.0,-34.8,,,1.0,,,1.0,,0.0,1.0,3.0,1.0,,no
53.0,52.0,,999.0,0.0,1.4,93918.0,,4961.0,5228.1,,,3.0,,,0.0,1.0,0.0,2.0,0.0,no
,80.0,4.0,,,,93994.0,-36.4,,5191.0,3.0,1.0,,1.0,,,,1.0,,,no
,740.0,,999.0,0.0,,,,4965.0,,,1.0,0.0,,,,,,,,no
,304.0,3.0,,,-1.8,92893.0,-46.2,1299.0,5099.1,3.0,0.0,,1.0,,,1.0,,,,no
42.0,,1.0,,,-1.8,92893.0,-46.2,1281.0,5099.1,,,6.0,,0.0,,1.0,,3.0,,no
52.0,40.0,,,,,93.2,-42.0,4191.0,5195.8,5.0,1.0,3.0,1.0,,,1.0,2.0,0.0,0.0,no
39.0,,,3.0,,-3.4,,,0.803,5017.5,0.0,1.0,,1.0,,,1.0,6.0,4.0,,yes
,,,999.0,0.0,,93994.0,-36.4,,,,,,,0.0,,,1.0,0.0,,no
,93.0,,999.0,,-1.8,93075.0,,1405.0,,5.0,,4.0,,,,,5.0,,1.0,no
,135.0,1.0,,0.0,,,-41.8,,5228.1,2.0,,,0.0,,0.0,0.0,,2.0,0.0,no
41.0,,,,3.0,-1.1,94199.0,-37.5,0.879,,,,1.0,1.0,1.0,,1.0,6.0,,2.0,yes
,325.0,2.0,,0.0,-1.8,93075.0,,1445.0,,,,3.0,,,,1.0,5.0,,0.0,no
,195.0,1.0,,0.0,,93994.0,,4857.0,5191.0,,0.0,0.0,1.0,0.0,0.0,,1.0,2.0,,no
,,1.0,,,-1.8,,,,5099.1,,1.0,3.0,1.0,1.0,0.0,,,0.0,0.0,no
35.0,,,999.0,,1.4,,,4957.0,,,,0.0,,,,1.0,,,0.0,yes
,,,999.0,0.0,1.4,,-41.8,,,,,,,,0.0,0.0,4.0,,0.0,no
,327.0,,,,,93444.0,,4962.0,,,2.0,,,,0.0,,,,0.0,no
29.0,22.0,,,0.0,,,,,,1.0,,1.0,,,,0.0,1.0,1.0,,no
,,,,,,92893.0,,1244.0,5099.1,,,4.0,,,1.0,,1.0,,,no
23.0,,,999.0,0.0,,92893.0,-46.2,,5099.1,,,,0.0,,,1.0,1.0,,,no
46.0,,,999.0,0.0,-2.9,92469.0,,1048.0,5076.2,1.0,0.0,,,,0.0,1.0,0.0,,,no
,361.0,,,0.0,,,,,5099.1,3.0,0.0,,1.0,,0.0,,1.0,2.0,,no
39.0,,,999.0,0.0,,,,5.0,,,2.0,1.0,1.0,,1.0,0.0,,,,yes
40.0,824.0,2.0,999.0,,,93994.0,,,5191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,no
35.0,68.0,21.0,,,,,,,,2.0,,1.0,1.0,0.0,,,,,,no
,130.0,,999.0,0.0,-1.8,93075.0,,1405.0,,,,,0.0,,0.0,,,0.0,,no
,243.0,1.0,,0.0,1.1,93994.0,-36.4,4859.0,5191.0,10.0,0.0,1.0,,,,,1.0,3.0,0.0,no
32.0,342.0,3.0,999.0,,,93075.0,-47.1,1405.0,,,,,1.0,1.0,0.0,,,,0.0,no
,270.0,1.0,,,1.1,93994.0,,4856.0,,,2.0,2.0,1.0,0.0,,0.0,,,0.0,no
,154.0,,999.0,,,93918.0,-42.7,4962.0,,3.0,,,,,,1.0,,,,no
27.0,,,999.0,,1.4,93918.0,,,,,,3.0,,,,,0.0,,,no
,643.0,,999.0,,,92893.0,-46.2,1354.0,,,,1.0,,,,1.0,,0.0,,yes
46.0,,13.0,,0.0,1.4,94465.0,,4959.0,,,,,1.0,0.0,,,,4.0,,no
26.0,369.0,,,0.0,,93918.0,-42.7,,5228.1,1.0,,,,,,,0.0,2.0,,no
48.0,144.0,1.0,,0.0,1.4,,-36.1,,5228.1,2.0,,1.0,,0.0,,1.0,7.0,,0.0,no
40.0,364.0,,,,-0.1,,,,5195.8,9.0,,1.0,1.0,,0.0,1.0,,0.0,,no
,,,,,,93444.0,-36.1,,5228.1,,,,,0.0,,1.0,7.0,,,no
,,,999.0,0.0,1.1,93994.0,,,,,,1.0,0.0,,,,1.0,,0.0,no
,104.0,,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,0.0,1.0,2.0,,,0.0,,,3.0,0.0,no
31.0,174.0,,999.0,0.0,,,,,5076.2,0.0,0.0,1.0,,,,,7.0,,0.0,no
56.0,,1.0,999.0,,,,-42.0,4191.0,5195.8,5.0,1.0,,1.0,0.0,0.0,,2.0,0.0,0.0,no
26.0,160.0,,,0.0,1.1,93994.0,-36.4,,,,,6.0,1.0,,,0.0,1.0,1.0,0.0,no
31.0,,3.0,999.0,0.0,1.4,93444.0,-36.1,4963.0,5228.1,,,,1.0,0.0,,,,,0.0,no
45.0,,1.0,999.0,,,,-42.7,4957.0,5228.1,11.0,,,1.0,,,,0.0,3.0,,yes
,1200.0,,,,1.4,93918.0,,,5228.1,6.0,,,0.0,0.0,,,0.0,0.0,,no
46.0,,3.0,,0.0,,,-41.8,,,9.0,2.0,,1.0,,0.0,0.0,4.0,4.0,0.0,no
,142.0,,,,,,-36.1,,,,2.0,,1.0,0.0,1.0,,,0.0,0.0,no
,,4.0,999.0,,,94601.0,,,4963.6,8.0,,,1.0,,0.0,1.0,,1.0,1.0,no
26.0,,,,0.0,1.4,93918.0,,4962.0,,2.0,,1.0,1.0,,,1.0,,2.0,0.0,no
36.0,331.0,,,4.0,-1.1,94199.0,-37.5,,,,1.0,,,,,,6.0,,1.0,yes
44.0,,1.0,,1.0,-1.8,92893.0,-46.2,1313.0,,,,3.0,1.0,1.0,0.0,,1.0,4.0,1.0,no
,,,,0.0,1.4,,-41.8,4959.0,5228.1,,,,0.0,,,,4.0,,0.0,no
,33.0,,999.0,0.0,,93444.0,-36.1,,,,1.0,1.0,1.0,,,1.0,,,,no
57.0,,,,0.0,1.1,93994.0,-36.4,,5191.0,2.0,2.0,,1.0,0.0,,0.0,1.0,,0.0,no
53.0,247.0,1.0,,,,,-36.4,,5191.0,3.0,1.0,4.0,,,1.0,,,2.0,0.0,no
,56.0,1.0,,1.0,-1.8,92893.0,-46.2,,5099.1,,3.0,1.0,,0.0,,,,,,no
45.0,107.0,,,0.0,1.4,,-42.7,4.96,5228.1,1.0,,,1.0,,0.0,,,0.0,,no
28.0,,,999.0,0.0,-1.7,,,,,,,,1.0,,,1.0,,2.0,,no
32.0,,,,,-2.9,,-40.8,1244.0,,5.0,,4.0,1.0,1.0,,1.0,4.0,3.0,,no
49.0,96.0,,999.0,,,93444.0,,,5228.1,,,,,,0.0,1.0,,1.0,,no
28.0,393.0,,,,1.1,93994.0,,4855.0,,,,1.0,,,0.0,0.0,,,0.0,no
,,,999.0,,-1.8,92893.0,-46.2,,,3.0,,,1.0,1.0,,1.0,1.0,,1.0,no
,479.0,,999.0,0.0,-2.9,92201.0,,,,6.0,1.0,2.0,,1.0,,1.0,7.0,2.0,0.0,yes
42.0,,,,,1.4,93444.0,,,,1.0,,,1.0,,0.0,1.0,7.0,,,no
55.0,158.0,1.0,,0.0,,,,1466.0,,,,,1.0,0.0,0.0,1.0,,,,yes
47.0,302.0,,999.0,0.0,1.1,,,,,,,2.0,1.0,,0.0,,,4.0,,no
41.0,193.0,1.0,999.0,0.0,-1.8,,-46.2,1281.0,5099.1,,1.0,3.0,1.0,,,1.0,,,,no
,109.0,,,,-1.8,,,1365.0,,,0.0,0.0,,,0.0,,5.0,,0.0,no
,,,999.0,1.0,,92893.0,-46.2,1244.0,,,1.0,3.0,,0.0,,,,0.0,,no
28.0,,,,,,93918.0,-42.7,4957.0,5228.1,0.0,,6.0,0.0,0.0,,1.0,0.0,,0.0,no
27.0,170.0,3.0,999.0,,,92893.0,,1291.0,,,,4.0,,,0.0,,1.0,2.0,0.0,no
57.0,379.0,2.0,,0.0,,,-36.4,,,2.0,,1.0,,,,0.0,,,,no
