age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded,y
,270.0,,,,,,,4856.0,,8.0,1.0,,,,,1.0,,,0.0,no
42.0,,,,,,,-42.7,,,,,3.0,1.0,,,,1.0,,,no
,,,999.0,,,,-42.7,,5228.1,,,,,1.0,0.0,0.0,1.0,,,no
,,,,0.0,,,-46.2,1354.0,,,,,1.0,,,0.0,,,,yes
,,,,,,,,,5228.1,,1.0,,,,,,,3.0,,no
,369.0,,,0.0,,,,,5228.1,,,,,,0.0,,,,0.0,no
,144.0,,999.0,,,93444.0,,,,,,,,,,,,,,no
,,,,,,,,,,9.0,,1.0,,,,,,,,no
,,,,,,,,,5228.1,2.0,0.0,,,,,,,,0.0,no
,,,,,,,-36.4,,,,1.0,,,,,1.0,0.0,,,no
51.0,104.0,4.0,999.0,,,,,,5099.1,,0.0,5.0,,,,,0.0,,,no
,,,999.0,0.0,,,,0.879,,,,1.0,,1.0,,0.0,,,,no
56.0,,,999.0,0.0,-0.1,,,,5195.8,,0.0,,,0.0,,,4.0,,,no
,,1.0,,0.0,,93994.0,-36.4,,,,,,,1.0,,,,4.0,,no
31.0,242.0,,999.0,,1.4,93444.0,,,,,1.0,,,,,,,1.0,,no
,586.0,,,,,,,,,10.0,,,,0.0,,,,,,yes
,,,,,,,,,,,,,0.0,0.0,,,,,,no
,485.0,,,,,,,4959.0,5228.1,,,,,,0.0,,,,,no
35.0,,2.0,,,,93444.0,,,,,,1.0,,,,0.0,,,0.0,no
54.0,,,,,,,-49.5,0.987,4963.6,,,,,,,,,,1.0,no
,154.0,1.0,,0.0,,93918.0,-42.7,4962.0,,,,1.0,,,,,1.0,,,no
,,,,,,,,0.876,4963.6,,,,,,,0.0,8.0,2.0,,yes
,,,999.0,,,,,1313.0,,,,2.0,1.0,,,0.0,0.0,3.0,1.0,no
,365.0,3.0,999.0,,,,,,,,,,,0.0,,,2.0,3.0,,no
,,,,0.0,,,,,,11.0,,,,,,0.0,,,0.0,no
,,,,0.0,,,,,,3.0,1.0,,1.0,,0.0,,0.0,4.0,0.0,no
53.0,,,,,,,,,,,,3.0,,,,1.0,0.0,1.0,,no
,,,,,,92893.0,-46.2,1299.0,5099.1,2.0,,,1.0,0.0,,0.0,,,1.0,no
,,3.0,,0.0,,93918.0,,,,2.0,,,,,0.0,,,0.0,0.0,no
28.0,,1.0,,,-1.7,,,,,,,,1.0,,,0.0,1.0,,,no
,,,,,,92963.0,,,5076.2,,,,,1.0,0.0,,,2.0,,no
,,,,,,,-36.1,,,,,,,,,,5.0,,,no
,393.0,,,,,,,,5191.0,,,,1.0,,,1.0,,,,no
,,,999.0,,,92893.0,,,5099.1,,,,1.0,1.0,,0.0,0.0,,1.0,no
,,,,0.0,,,-31.4,,5076.2,,0.0,,,,,,5.0,,,yes
42.0,,2.0,,,,,,,,,,,1.0,,,,,1.0,,no
,,,,,,93075.0,,1466.0,,0.0,,5.0,,,,,7.0,,,yes
,,1.0,,0.0,1.1,,-36.4,,5191.0,,,5.0,,,,,,,0.0,no
41.0,,1.0,,,,,,1281.0,5099.1,,,,,0.0,,0.0,,,0.0,no
,109.0,,,,,,-47.1,,,,2.0,0.0,,,,0.0,,4.0,,no
,,,999.0,,,,-46.2,,5099.1,,,,,,,,,,,no
28.0,,1.0,,,,93918.0,,,,5.0,2.0,,,0.0,,,1.0,,,no
,,3.0,,,,92893.0,,,,,,3.0,,,,0.0,,1.0,0.0,no
,,,999.0,,,,,,5191.0,,,,1.0,,0.0,1.0,,1.0,,no
,,9.0,999.0,,,,-36.4,,,,,,1.0,,,,,,,no
22.0,48.0,,,,,,,,5099.1,,,2.0,,0.0,,0.0,,,0.0,no
,,,,0.0,,93994.0,-36.4,4857.0,,,2.0,,0.0,1.0,,,0.0,1.0,0.0,no
,,1.0,,,-1.8,93075.0,-47.1,,,5.0,,,,1.0,,,,,0.0,no
,,23.0,999.0,0.0,,,,,5191.0,,,,1.0,1.0,0.0,,,,,no
,,5.0,,,,,,,,,,,0.0,0.0,0.0,,,,,no
,234.0,,,,-1.8,93876.0,,0.683,,,,,1.0,,,0.0,0.0,4.0,,yes
,,4.0,,,,93.2,,,,,,,1.0,,,,4.0,4.0,,no
,,5.0,,,,,,,,,,,0.0,,,,,,0.0,no
,401.0,,,,,,,,5195.8,,,,,,,0.0,4.0,2.0,,no
51.0,18.0,,,,,,,,,,,,,,,,,3.0,,no
,,,,,,93994.0,,,,,2.0,,1.0,,0.0,1.0,,,0.0,no
,163.0,,,0.0,,93994.0,,,,,0.0,,,0.0,,,,,,no
,58.0,,,,1.1,,,4858.0,5191.0,,,,,1.0,,,,,0.0,no
,128.0,,,1.0,,,-40.8,,5076.2,,,,,0.0,,0.0,,,1.0,no
,319.0,,999.0,0.0,1.1,93994.0,,4857.0,,8.0,,,1.0,0.0,,,,,,no
,,1.0,999.0,,,93994.0,,4858.0,,1.0,,,1.0,,,,0.0,,0.0,no
,,1.0,,,,94215.0,-40.3,,,0.0,0.0,,,,,,1.0,2.0,,no
29.0,,,999.0,0.0,,92893.0,,,,,2.0,,1.0,,,,,,0.0,no
,,,999.0,1.0,,,,,,9.0,0.0,,,1.0,,0.0,4.0,,,no
67.0,,,,,,92201.0,-31.4,,,0.0,,,,0.0,0.0,,,,,no
,,,,0.0,-0.1,,,,,,,,1.0,0.0,0.0,1.0,,,,no
,,,,0.0,,93444.0,-36.1,,5228.1,,0.0,,,,,0.0,,,0.0,no
53.0,,1.0,999.0,0.0,,,,,5228.1,,0.0,,,1.0,,,1.0,,0.0,no
36.0,,,,,-2.9,,,,,,2.0,1.0,,,0.0,0.0,,,2.0,yes
,,7.0,999.0,,,,-46.2,1266.0,,,,,,,,,,4.0,,no
,,,999.0,0.0,,93444.0,-36.1,4964.0,,2.0,,,,,,,,,0.0,no
44.0,,2.0,,,,93994.0,,,5191.0,,0.0,,0.0,,,1.0,,3.0,,no
32.0,138.0,,999.0,0.0,-0.1,,,4153.0,,2.0,0.0,,1.0,1.0,,,,,,no
,378.0,,999.0,0.0,-1.8,,,1354.0,,5.0,0.0,,,1.0,0.0,,,0.0,,no
31.0,,,,,,,-36.4,,5191.0,,2.0,,1.0,,0.0,1.0,,,,no
44.0,,1.0,,,,,,,,,0.0,,1.0,,,,,,1.0,no
,,,999.0,,1.4,94465.0,-41.8,,5228.1,5.0,0.0,0.0,,0.0,,1.0,,1.0,0.0,no
,,,,,,,,1281.0,,,0.0,,,1.0,,0.0,0.0,,,no
,,,999.0,0.0,1.4,,,,5228.1,,2.0,0.0,0.0,0.0,,,,,,no
,,,,,1.1,,-36.4,,5191.0,,,2.0,,0.0,,,,0.0,,no
,272.0,,999.0,1.0,-1.8,,,,,9.0,,,,,,,,2.0,,no
,,,,,-1.8,,-50.0,1.51,5099.1,,,,,,,,,1.0,,no
41.0,,,,,,,,,,,,,,0.0,,,2.0,3.0,,no
29.0,,,,,,93918.0,-42.7,,,,2.0,,,,0.0,,1.0,,,no
,,,,,,,-41.8,4.96,,5.0,0.0,0.0,1.0,,,,,0.0,,no
,508.0,,,0.0,,,-36.1,,5228.1,,,,,,,,5.0,3.0,,no
34.0,,1.0,,,,93075.0,,,5099.1,5.0,,,,,,,,3.0,1.0,no
,128.0,,,,,,,1313.0,5099.1,,,2.0,,,0.0,1.0,,,,no
,,,,0.0,,,-36.4,,5191.0,,,,1.0,0.0,,,,,,no
28.0,,,,0.0,,93994.0,,,5191.0,,,,,,0.0,,,,,no
51.0,,,,1.0,-0.1,,-42.0,,,,0.0,0.0,,,,0.0,4.0,,1.0,no
,,,,,,,,,5228.1,,,,,,,0.0,,,,no
,,3.0,,0.0,,,,,5191.0,,0.0,,1.0,,,1.0,,,,no
,560.0,,999.0,,1.1,93994.0,,,5191.0,,,,1.0,,,,,,0.0,no
,31.0,1.0,999.0,,,,,,5228.1,,0.0,,,,,,,2.0,,no
,103.0,1.0,,0.0,-0.1,,,4076.0,,2.0,,,,,,,,,0.0,no
76.0,,1.0,,1.0,-1.7,94027.0,,,,0.0,,,1.0,,,,5.0,,1.0,yes
,,,,,,94465.0,,,5228.1,5.0,0.0,,,1.0,1.0,1.0,,1.0,0.0,no
,220.0,,,,,,,,,,0.0,,0.0,,,0.0,,4.0,0.0,no
,,,999.0,,-0.1,,,,5195.8,,,,,,0.0,,4.0,,1.0,no
,,,4.0,,-2.9,,,,5076.2,,,,1.0,,,0.0,5.0,0.0,2.0,yes
,,,999.0,0.0,-2.9,92201.0,-31.4,,,,2.0,,,,,,,,,no
,,2.0,,,,,,,,8.0,,,0.0,,,,,1.0,,no
,,,,,1.4,,,,,,,,,1.0,0.0,1.0,,,,no
,,,,,,92431.0,,,5017.5,,0.0,,,,,,,4.0,,yes
59.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,no
,126.0,,,,,,-42.0,,5195.8,,0.0,0.0,0.0,0.0,,,4.0,,0.0,no
,438.0,,999.0,0.0,,,,,,,,,,0.0,,,,,0.0,no
,,,,0.0,,,-46.2,,,,,3.0,,0.0,0.0,,0.0,,0.0,no
,,,,,,,-40.3,,4991.6,,,,,,,,1.0,,,no
,,,999.0,,,,-46.2,1.25,5099.1,,,,1.0,,1.0,,0.0,3.0,0.0,no
,77.0,,,,,,,1.27,,6.0,,2.0,,0.0,0.0,,,,,no
,,18.0,,,,,,,5191.0,,,,,,0.0,,0.0,,0.0,no
,,1.0,,0.0,-1.8,,,,,,,,,,,,,,,no
,,,,,,93444.0,,,,8.0,2.0,,,,,0.0,,,,no
,1165.0,,,,,93918.0,,,,,,,,,,,,,0.0,no
,,,,0.0,,,,,5099.1,,,,,,,,,,0.0,no
,,,,,,93444.0,,,5228.1,,,2.0,,2.0,,,,1.0,,no
,121.0,,999.0,0.0,1.4,,,,,,,,,0.0,,,,,0.0,no
29.0,81.0,,,,1.4,,,4957.0,5228.1,,,,1.0,0.0,0.0,0.0,1.0,,,no
,1287.0,,,,,93918.0,,4961.0,,,,1.0,,,,0.0,,1.0,0.0,no
,,,999.0,,-1.8,,-47.1,,5099.1,,0.0,,1.0,,,,7.0,,,no
,,,,,,,-46.2,,,,2.0,,,,,,,3.0,,no
